name,type,region_name
"Южно-Харампуровское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"СМП-304",settlement,"Ямало-Ненецкий автономный округ"
"Восточная",settlement,"Ямало-Ненецкий автономный округ"
"Стартовый",settlement,"Ямало-Ненецкий автономный округ"
"Площадка НГКХ",settlement,"Ямало-Ненецкий автономный округ"
"Песцовое ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Южно-Тарасовское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Ярайнерское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Меретояхинское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Пурпейское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Восточно-Уренгойское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Юбилейное ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Коротчаево-Заполярное ГНКМ",settlement,"Ямало-Ненецкий автономный округ"
"Етыпуровское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Западно-Ноябрьское месторождение нефти",settlement,"Ямало-Ненецкий автономный округ"
"Карамовское месторождение нефти",settlement,"Ямало-Ненецкий автономный округ"
"Крайнее месторождение",settlement,"Ямало-Ненецкий автономный округ"
"КС Пуртазовская",settlement,"Ямало-Ненецкий автономный округ"
"Муравленковское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"НГХК",settlement,"Ямало-Ненецкий автономный округ"
"Ново-Пурпейское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Ново-Уренгойское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Новогоднее месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Новоуренгойский ГХК",settlement,"Ямало-Ненецкий автономный округ"
"Ямсовейское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Верхне-Пурпейское месторождение нефти",settlement,"Ямало-Ненецкий автономный округ"
"Западно-Суторминское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Фарафонтьевская",settlement,"Ямало-Ненецкий автономный округ"
"Пурпе-1",settlement,"Ямало-Ненецкий автономный округ"
"Апакопурское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Романовское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Ванское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Восточно-Тарасовское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Восточно-Вынгаяхинское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Восточно-Известинское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Восточно-Пякутинское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Восточно-Соимлорское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Восточно-Юбилейное месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Добровольское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Ево-Яхинское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Ен-Яхинское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Есетинское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Западно-Вынгапуровское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Западно-Заполярное месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Западно-Новогоднее месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Западно-Пурпейское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Западно-Харампурское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Крещенское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Лимбаяхское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Метельное месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Нововэнтойское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Новое (Южно-Пякутинское) месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Новонадымское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Пиричейское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Пырейное месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Ресурсное месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Ручьевское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Салекаптское (суша) месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Салекаптское (шельф) месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Северо-Айваседопуровское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Северо-Вынгапуровское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Северо-Есетинское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Северо-Йохтурское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Северо-Карамовское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Северо-Пуровское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Северо-Пямалияхское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Северо-Самбургское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Северо-Соимлорское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Северо-Стахановское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Северо-Тарасовское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Северо-Часельское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Соимлорское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Соловьиное месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Спорышевское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Среднеитурское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Стахановское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Стерховое месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Сугмутское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Тагринское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Таркосейское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Умсейское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Усть-Харампурское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Усть-Ямсовейское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Хадырьяхинское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Холмистое месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Холмогорское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Центрально-Пурпейское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Южно-Геологическое месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Южно-Итурское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Южно-Пурпейское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Южно-Пырейное месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Южно-Пямалияхское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Южно-Танловское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Южно-Таркосалинское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Южно-Удмуртское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Южно-Яранейское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Юмантыльское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Яро-Яхинское месторождение",settlement,"Ямало-Ненецкий автономный округ"
"Тарко-Сале",city,"Ямало-Ненецкий автономный округ"
"Тазовский",district,"Ямало-Ненецкий автономный округ"
"Тазовский",settlement,"Ямало-Ненецкий автономный округ"
"Антипаюта",settlement,"Ямало-Ненецкий автономный округ"
"Газ-Сале",settlement,"Ямало-Ненецкий автономный округ"
"Гыда",settlement,"Ямало-Ненецкий автономный округ"
"Находка",settlement,"Ямало-Ненецкий автономный округ"
"Фактория Мессо",settlement,"Ямало-Ненецкий автономный округ"
"Тибей-Сале",settlement,"Ямало-Ненецкий автономный округ"
"Фактория Напалково",settlement,"Ямало-Ненецкий автономный округ"
"Тадебя-Яха",settlement,"Ямало-Ненецкий автономный округ"
"Матюй-Сале",settlement,"Ямало-Ненецкий автономный округ"
"Юрибей",settlement,"Ямало-Ненецкий автономный округ"
"Шурышкарский",district,"Ямало-Ненецкий автономный округ"
"Мужи",settlement,"Ямало-Ненецкий автономный округ"
"Азовы",settlement,"Ямало-Ненецкий автономный округ"
"Анжигорт",settlement,"Ямало-Ненецкий автономный округ"
"Вершина-Войкар",settlement,"Ямало-Ненецкий автономный округ"
"Восяхово",settlement,"Ямало-Ненецкий автономный округ"
"Горки",settlement,"Ямало-Ненецкий автономный округ"
"Ильягорт",settlement,"Ямало-Ненецкий автономный округ"
"Ишвары",settlement,"Ямало-Ненецкий автономный округ"
"Казым-Мыс",settlement,"Ямало-Ненецкий автономный округ"
"Новый Киеват",settlement,"Ямало-Ненецкий автономный округ"
"Овгорт",settlement,"Ямало-Ненецкий автономный округ"
"Овалынгорт",settlement,"Ямало-Ненецкий автономный округ"
"Питляр",settlement,"Ямало-Ненецкий автономный округ"
"Сангымгорт",settlement,"Ямало-Ненецкий автономный округ"
"Тильтим",settlement,"Ямало-Ненецкий автономный округ"
"Унсельгорт",settlement,"Ямало-Ненецкий автономный округ"
"Усть-Войкары",settlement,"Ямало-Ненецкий автономный округ"
"Ханты-Мужи",settlement,"Ямало-Ненецкий автономный округ"
"Хашгорт",settlement,"Ямало-Ненецкий автономный округ"
"Шурышкары",settlement,"Ямало-Ненецкий автономный округ"
"Ямгорт",settlement,"Ямало-Ненецкий автономный округ"
"Лопхари",settlement,"Ямало-Ненецкий автономный округ"
"Евыргорт",settlement,"Ямало-Ненецкий автономный округ"
"Нымвожгорт",settlement,"Ямало-Ненецкий автономный округ"
"Пословы",settlement,"Ямало-Ненецкий автономный округ"
"Карвожгорт",settlement,"Ямало-Ненецкий автономный округ"
"Лохпотгорт",settlement,"Ямало-Ненецкий автономный округ"
"Хашгорт деревня",settlement,"Ямало-Ненецкий автономный округ"
"Ямальский",district,"Ямало-Ненецкий автономный округ"
"Яр-Сале",settlement,"Ямало-Ненецкий автономный округ"
"Мыс-Каменный",settlement,"Ямало-Ненецкий автономный округ"
"Новый Порт",settlement,"Ямало-Ненецкий автономный округ"
"Панаевск",settlement,"Ямало-Ненецкий автономный округ"
"Порц-Яха",settlement,"Ямало-Ненецкий автономный округ"
"Сабетта",settlement,"Ямало-Ненецкий автономный округ"
"Салемал",settlement,"Ямало-Ненецкий автономный округ"
"Сеяха",settlement,"Ямало-Ненецкий автономный округ"
"Сюнай-Сале",settlement,"Ямало-Ненецкий автономный округ"
"Тамбей",settlement,"Ямало-Ненецкий автономный округ"
"Харасавей",settlement,"Ямало-Ненецкий автономный округ"
"Яптик-Сале",settlement,"Ямало-Ненецкий автономный округ"
"фактория Дровяной",settlement,"Ямало-Ненецкий автономный округ"
"Фактория Морды-Яха",settlement,"Ямало-Ненецкий автономный округ"
"метеостанция МарраСале",settlement,"Ямало-Ненецкий автономный округ"
"Фактория Тарко-Сале",settlement,"Ямало-Ненецкий автономный округ"
"Фактория Усть-Юрибей",settlement,"Ямало-Ненецкий автономный округ"
"Мор-Сале",settlement,"Ямало-Ненецкий автономный округ"
"Бованенково",settlement,"Ямало-Ненецкий автономный округ"
"Надымский",district,"Ямало-Ненецкий автономный округ"
"Пангоды",settlement,"Ямало-Ненецкий автономный округ"
"Заполярный",settlement,"Ямало-Ненецкий автономный округ"
"Ныда",settlement,"Ямало-Ненецкий автономный округ"
"Нори",settlement,"Ямало-Ненецкий автономный округ"
"Лонгъюган",settlement,"Ямало-Ненецкий автономный округ"
"Кутопьюган",settlement,"Ямало-Ненецкий автономный округ"
"Правохеттинский",settlement,"Ямало-Ненецкий автономный округ"
"Приозерный",settlement,"Ямало-Ненецкий автономный округ"
"Ягельный",settlement,"Ямало-Ненецкий автономный округ"
"Ямбург",settlement,"Ямало-Ненецкий автономный округ"
"Ямбургское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Юрхаровское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Парусовое ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Северо-Уренгойское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Уренгойское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Пиричейское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Ен-яхинское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Песцовое ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Танусалинское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Сандибинское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Медвежье ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Лензитское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Восточно-Юбилейное ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Надымское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Пангодинское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Ямсовейское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Пальниковское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Карасевское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Северо-Комсомольское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Меретояхинское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Южно-Танловское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Пайсятское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Южно-Пурпейское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Умсейское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Сугмутское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Пякутинское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Малоперевальное ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Среднехулымское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Южнохулымское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Верхнехарловское ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"0 км",settlement,"Ямало-Ненецкий автономный округ"
"Восточно-Медвежье",settlement,"Ямало-Ненецкий автономный округ"
"Северо-парусовое",settlement,"Ямало-Ненецкий автономный округ"
"Южно-песцовое",settlement,"Ямало-Ненецкий автономный округ"
"Южно-парусовое",settlement,"Ямало-Ненецкий автономный округ"
"ПСО-35",settlement,"Ямало-Ненецкий автономный округ"
"Юбилейное ГКМ",settlement,"Ямало-Ненецкий автономный округ"
"Керчь",city,"Республика Крым"
"Армянск",city,"Республика Крым"
"Перекоп",settlement,"Республика Крым"
"Волошино",settlement,"Республика Крым"
"Суворово",settlement,"Республика Крым"
"Саки",city,"Республика Крым"
"Красноперекопск",city,"Республика Крым"
"Судак",city,"Республика Крым"
"Новый свет",settlement,"Республика Крым"
"Веселое",settlement,"Республика Крым"
"Грушевка",settlement,"Республика Крым"
"Переваловка",settlement,"Республика Крым"
"Холодовка",settlement,"Республика Крым"
"Дачное",settlement,"Республика Крым"
"Лесное",settlement,"Республика Крым"
"Междуречье",settlement,"Республика Крым"
"Ворон",settlement,"Республика Крым"
"Морское",settlement,"Республика Крым"
"Громовка",settlement,"Республика Крым"
"Солнечная долина",settlement,"Республика Крым"
"Богатовка",settlement,"Республика Крым"
"Прибрежное",settlement,"Республика Крым"
"Миндальное",settlement,"Республика Крым"
"Джанкой",city,"Республика Крым"
"Симферополь",city,"Республика Крым"
"Аэрофлотский",settlement,"Республика Крым"
"Грэсовский",settlement,"Республика Крым"
"Комсомольское",settlement,"Республика Крым"
"Битумное",settlement,"Республика Крым"
"Аграрное",settlement,"Республика Крым"
"Ялта",city,"Республика Крым"
"Алупка",settlement,"Республика Крым"
"Береговое",settlement,"Республика Крым"
"Никита",settlement,"Республика Крым"
"Виноградное",settlement,"Республика Крым"
"Восход",settlement,"Республика Крым"
"Гаспра",settlement,"Республика Крым"
"Голубой Залив",settlement,"Республика Крым"
"Гурзуф",settlement,"Республика Крым"
"Даниловка",settlement,"Республика Крым"
"Линейное",settlement,"Республика Крым"
"Партизанское",settlement,"Республика Крым"
"Кацивели",settlement,"Республика Крым"
"Кореиз",settlement,"Республика Крым"
"Краснокаменка",settlement,"Республика Крым"
"Курпаты",settlement,"Республика Крым"
"Ливадия",settlement,"Республика Крым"
"Горное",settlement,"Республика Крым"
"Куйбышево",settlement,"Республика Крым"
"Охотничье",settlement,"Республика Крым"
"Массандра",settlement,"Республика Крым"
"Ореанда",settlement,"Республика Крым"
"Отрадное",settlement,"Республика Крым"
"Парковое",settlement,"Республика Крым"
"Понизовка",settlement,"Республика Крым"
"Санаторное",settlement,"Республика Крым"
"Симеиз",settlement,"Республика Крым"
"Советское",settlement,"Республика Крым"
"Форос",settlement,"Республика Крым"
"Олива",settlement,"Республика Крым"
"Оползневое",settlement,"Республика Крым"
"Высокогорное",settlement,"Республика Крым"
"Евпатория",city,"Республика Крым"
"Заозерное",settlement,"Республика Крым"
"Мирный",settlement,"Республика Крым"
"Новоозерное",settlement,"Республика Крым"
"Феодосия",city,"Республика Крым"
"Курортное",settlement,"Республика Крым"
"Орджоникидзе",settlement,"Республика Крым"
"Коктебель",settlement,"Республика Крым"
"Наниково",settlement,"Республика Крым"
"Приморский",settlement,"Республика Крым"
"Щебетовка",settlement,"Республика Крым"
"Краснокаменка",settlement,"Республика Крым"
"Береговое",settlement,"Республика Крым"
"Степное",settlement,"Республика Крым"
"Насыпное",settlement,"Республика Крым"
"Ближнее",settlement,"Республика Крым"
"Виноградное",settlement,"Республика Крым"
"Подгорное",settlement,"Республика Крым"
"Пионерское",settlement,"Республика Крым"
"Солнечное",settlement,"Республика Крым"
"Южное",settlement,"Республика Крым"
"Узловое",settlement,"Республика Крым"
"Алушта",city,"Республика Крым"
"Партенит",settlement,"Республика Крым"
"Бондаренково",settlement,"Республика Крым"
"Утес",settlement,"Республика Крым"
"Чайка",settlement,"Республика Крым"
"Изобильное",settlement,"Республика Крым"
"Верхняя Кутузовка",settlement,"Республика Крым"
"Нижняя Кутузовка",settlement,"Республика Крым"
"Розовый",settlement,"Республика Крым"
"Лучистое",settlement,"Республика Крым"
"Лаванда",settlement,"Республика Крым"
"Семидворье",settlement,"Республика Крым"
"Малый Маяк",settlement,"Республика Крым"
"Запрудное",settlement,"Республика Крым"
"Кипарисное",settlement,"Республика Крым"
"Лавровое",settlement,"Республика Крым"
"Лазурное",settlement,"Республика Крым"
"Нижнее Запрудное",settlement,"Республика Крым"
"Пушкино",settlement,"Республика Крым"
"Малореченское",settlement,"Республика Крым"
"Генеральское",settlement,"Республика Крым"
"Рыбачье",settlement,"Республика Крым"
"Солнечногорское",settlement,"Республика Крым"
"Приветное",settlement,"Республика Крым"
"Зеленогорье",settlement,"Республика Крым"
"Виноградное",settlement,"Республика Крым"
"Бахчисарайский",district,"Республика Крым"
"Куйбышево",settlement,"Республика Крым"
"Большое Садовое",settlement,"Республика Крым"
"Высокое",settlement,"Республика Крым"
"Малое Садовое",settlement,"Республика Крым"
"Новоульяновка",settlement,"Республика Крым"
"Танковое",settlement,"Республика Крым"
"Почтовое",settlement,"Республика Крым"
"Заветное",settlement,"Республика Крым"
"Зубакино",settlement,"Республика Крым"
"Казанки",settlement,"Республика Крым"
"Малиновка",settlement,"Республика Крым"
"Нововасильевка",settlement,"Республика Крым"
"Новопавловка",settlement,"Республика Крым"
"Приятное свидание",settlement,"Республика Крым"
"Растущее",settlement,"Республика Крым"
"Самохвалово",settlement,"Республика Крым"
"Севастьяновка",settlement,"Республика Крым"
"Тополи",settlement,"Республика Крым"
"Научный",settlement,"Республика Крым"
"Ароматное",settlement,"Республика Крым"
"Викторовка",settlement,"Республика Крым"
"Маловидное",settlement,"Республика Крым"
"Репино",settlement,"Республика Крым"
"Розовое",settlement,"Республика Крым"
"Верхоречье",settlement,"Республика Крым"
"Баштановка",settlement,"Республика Крым"
"Кудрино",settlement,"Республика Крым"
"Машино",settlement,"Республика Крым"
"Предущельное",settlement,"Республика Крым"
"Синапное",settlement,"Республика Крым"
"Вилино",settlement,"Республика Крым"
"Рассадное",settlement,"Республика Крым"
"Голубинка",settlement,"Республика Крым"
"Аромат",settlement,"Республика Крым"
"Богатое Ущелье",settlement,"Республика Крым"
"Нижняя Голубинка",settlement,"Республика Крым"
"Новополье",settlement,"Республика Крым"
"Поляна",settlement,"Республика Крым"
"Путиловка",settlement,"Республика Крым"
"Соколиное",settlement,"Республика Крым"
"Солнечноселье",settlement,"Республика Крым"
"Долинное",settlement,"Республика Крым"
"Новенькое",settlement,"Республика Крым"
"Фурмановка",settlement,"Республика Крым"
"Железнодорожное",settlement,"Республика Крым"
"Белокаменное",settlement,"Республика Крым"
"Дачное",settlement,"Республика Крым"
"Мостовое",settlement,"Республика Крым"
"Речное",settlement,"Республика Крым"
"Сирень",settlement,"Республика Крым"
"Тургеневка",settlement,"Республика Крым"
"Зеленое",settlement,"Республика Крым"
"Богатырь",settlement,"Республика Крым"
"Многоречье",settlement,"Республика Крым"
"Нагорное",settlement,"Республика Крым"
"Плотинное",settlement,"Республика Крым"
"Каштаны",settlement,"Республика Крым"
"Отрадное",settlement,"Республика Крым"
"Кочергино",settlement,"Республика Крым"
"Шевченково",settlement,"Республика Крым"
"Красный Мак",settlement,"Республика Крым"
"Залесное",settlement,"Республика Крым"
"Холмовка",settlement,"Республика Крым"
"Песчаное",settlement,"Республика Крым"
"Береговое",settlement,"Республика Крым"
"Плодовое",settlement,"Республика Крым"
"Брянское",settlement,"Республика Крым"
"Горка",settlement,"Республика Крым"
"Дубровка",settlement,"Республика Крым"
"Дорожное",settlement,"Республика Крым"
"Скалистое",settlement,"Республика Крым"
"Глубокий Яр",settlement,"Республика Крым"
"Прохладное",settlement,"Республика Крым"
"Трудолюбовка",settlement,"Республика Крым"
"Табачное",settlement,"Республика Крым"
"Тенистое",settlement,"Республика Крым"
"Айвовое",settlement,"Республика Крым"
"Красная Заря",settlement,"Республика Крым"
"Некрасовка",settlement,"Республика Крым"
"Суворово",settlement,"Республика Крым"
"Угловое",settlement,"Республика Крым"
"Ходжа Сала",settlement,"Республика Крым"
"Стальное",settlement,"Республика Крым"
"Счастливое",settlement,"Республика Крым"
"Самохвалово",settlement,"Республика Крым"
"Бахчисарай",city,"Республика Крым"
"Белогорский",district,"Республика Крым"
"Зуя",settlement,"Республика Крым"
"Баланово",settlement,"Республика Крым"
"Барабаново",settlement,"Республика Крым"
"Верхние Орешники",settlement,"Республика Крым"
"Владимировка",settlement,"Республика Крым"
"Литвиненково",settlement,"Республика Крым"
"Петрово",settlement,"Республика Крым"
"Ароматное",settlement,"Республика Крым"
"Красногорье",settlement,"Республика Крым"
"Курортное",settlement,"Республика Крым"
"Богатое",settlement,"Республика Крым"
"Горлинка",settlement,"Республика Крым"
"Красная слобода",settlement,"Республика Крым"
"Мелехово",settlement,"Республика Крым"
"Поворотное",settlement,"Республика Крым"
"Русское",settlement,"Республика Крым"
"Черемисовка",settlement,"Республика Крым"
"Васильевка",settlement,"Республика Крым"
"Малиновка",settlement,"Республика Крым"
"Некрасово",settlement,"Республика Крым"
"Павловка",settlement,"Республика Крым"
"Пролом",settlement,"Республика Крым"
"Северное",settlement,"Республика Крым"
"Вишенное",settlement,"Республика Крым"
"Белая скала",settlement,"Республика Крым"
"Мироновка",settlement,"Республика Крым"
"Яблочное",settlement,"Республика Крым"
"Зеленогорское",settlement,"Республика Крым"
"Балки",settlement,"Республика Крым"
"Межгорье",settlement,"Республика Крым"
"Новогригорьевка",settlement,"Республика Крым"
"Новокленово",settlement,"Республика Крым"
"Александровка",settlement,"Республика Крым"
"Пчелиное",settlement,"Республика Крым"
"Яковлевка",settlement,"Республика Крым"
"Земляничное",settlement,"Республика Крым"
"Еленовка",settlement,"Республика Крым"
"Опытное",settlement,"Республика Крым"
"Радостное",settlement,"Республика Крым"
"Родники",settlement,"Республика Крым"
"Синекаменка",settlement,"Республика Крым"
"Учебное",settlement,"Республика Крым"
"Зыбины",settlement,"Республика Крым"
"Мельники",settlement,"Республика Крым"
"Криничное",settlement,"Республика Крым"
"Алексеевка",settlement,"Республика Крым"
"Головановка",settlement,"Республика Крым"
"Карасевка",settlement,"Республика Крым"
"Кирпичное",settlement,"Республика Крым"
"Красноселовка",settlement,"Республика Крым"
"Крымская Роза",settlement,"Республика Крым"
"Вишневое",settlement,"Республика Крым"
"Курское",settlement,"Республика Крым"
"Тополевка",settlement,"Республика Крым"
"Мельничное",settlement,"Республика Крым"
"Ударное",settlement,"Республика Крым"
"Мичуринское",settlement,"Республика Крым"
"Лечебное",settlement,"Республика Крым"
"Муромское",settlement,"Республика Крым"
"Дивное",settlement,"Республика Крым"
"Кривцово",settlement,"Республика Крым"
"Сенное",settlement,"Республика Крым"
"Хлебное",settlement,"Республика Крым"
"Новожиловка",settlement,"Республика Крым"
"Анновка",settlement,"Республика Крым"
"Новоалександровка",settlement,"Республика Крым"
"Тургенево",settlement,"Республика Крым"
"Русаковка",settlement,"Республика Крым"
"Луговое",settlement,"Республика Крым"
"Цветочное",settlement,"Республика Крым"
"Долиновка",settlement,"Республика Крым"
"Дозорное",settlement,"Республика Крым"
"Кизиловка",settlement,"Республика Крым"
"Ульяновка",settlement,"Республика Крым"
"Пасечное",settlement,"Республика Крым"
"Овражки",settlement,"Республика Крым"
"Нижние Орешники",settlement,"Республика Крым"
"Украинка",settlement,"Республика Крым"
"Чернополье",settlement,"Республика Крым"
"Белогорск",city,"Республика Крым"
"Джанкойский",district,"Республика Крым"
"Азовское",settlement,"Республика Крым"
"Ермаково",settlement,"Республика Крым"
"Ветвистое",settlement,"Республика Крым"
"Копани",settlement,"Республика Крым"
"Островское",settlement,"Республика Крым"
"Придорожное",settlement,"Республика Крым"
"Соленое Озеро",settlement,"Республика Крым"
"Столбовое",settlement,"Республика Крым"
"Завет-Ленинский",settlement,"Республика Крым"
"Зеленый Яр",settlement,"Республика Крым"
"Мартыновка",settlement,"Республика Крым"
"Мелководное",settlement,"Республика Крым"
"Пушкино",settlement,"Республика Крым"
"Заречное",settlement,"Республика Крым"
"Армейское",settlement,"Республика Крым"
"Болотное",settlement,"Республика Крым"
"Низинное",settlement,"Республика Крым"
"Перепелкино",settlement,"Республика Крым"
"Смежное",settlement,"Республика Крым"
"Изумрудное",settlement,"Республика Крым"
"Дмитриевка",settlement,"Республика Крым"
"Калиновка",settlement,"Республика Крым"
"Мичуриновка",settlement,"Республика Крым"
"Новостепное",settlement,"Республика Крым"
"Овощное",settlement,"Республика Крым"
"Кондратьево",settlement,"Республика Крым"
"Дорожное",settlement,"Республика Крым"
"Рубиновка",settlement,"Республика Крым"
"Советское",settlement,"Республика Крым"
"Крымка",settlement,"Республика Крым"
"Лобаново",settlement,"Республика Крым"
"Жилино",settlement,"Республика Крым"
"Марьино",settlement,"Республика Крым"
"Орденоносное",settlement,"Республика Крым"
"Луганское",settlement,"Республика Крым"
"Ковыльное",settlement,"Республика Крым"
"Пробуждение",settlement,"Республика Крым"
"Тутовое",settlement,"Республика Крым"
"Ударное",settlement,"Республика Крым"
"Майское",settlement,"Республика Крым"
"Ближнее",settlement,"Республика Крым"
"Ларино",settlement,"Республика Крым"
"Октябрь",settlement,"Республика Крым"
"Полевое",settlement,"Республика Крым"
"Маслово",settlement,"Республика Крым"
"Комсомольское",settlement,"Республика Крым"
"Субботник",settlement,"Республика Крым"
"Медведевка",settlement,"Республика Крым"
"Предмостное",settlement,"Республика Крым"
"Тургенево",settlement,"Республика Крым"
"Мирновка",settlement,"Республика Крым"
"Днепровка",settlement,"Республика Крым"
"Константиновка",settlement,"Республика Крым"
"Рысаково",settlement,"Республика Крым"
"Тимофеевка",settlement,"Республика Крым"
"Новокрымское",settlement,"Республика Крым"
